CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,TRAFFIC_CONTROL_DEVICE_FACTORISED,DEVICE_CONDITION_FACTORISED
49,1/3/2024 14:34,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3343,W,38TH PL,911,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,6,12,41.82332749,-87.70859141,POINT (-87.70859141201 41.823327489282),0,0
50,1/3/2024 14:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,5439,N,ASHLAND AVE,2012,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,6,12,41.98102093,-87.66960136,POINT (-87.669601360111 41.981020930689),0,0
51,1/3/2024 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),DISREGARDING TRAFFIC SIGNALS,5600,W,LAWRENCE AVE,1622,2,INCAPACITATING INJURY,3,0,3,0,0,0,0,0,4,12,41.9678905,-87.7676023,POINT (-87.767602295606 41.967890500498),1,1
52,1/3/2024 14:12,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2700,N,CICERO AVE,2521,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,12,41.9297611,-87.74666793,POINT (-87.746667930815 41.929761102155),0,0
53,1/3/2024 14:10,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3800,S,DR MARTIN LUTHER KING JR DR,212,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,12,41.825556,-87.61717842,POINT (-87.617178418099 41.82555599761),3,3
54,1/3/2024 14:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,TURNING,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,8331,S,STEWART AVE,622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,12,41.74257762,-87.63393693,POINT (-87.633936930688 41.742577617335),0,0
55,1/3/2024 13:55,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,5610,W,FULTON ST,1512,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,6,12,41.88582078,-87.76555517,POINT (-87.765555172994 41.885820783877),0,0
56,1/3/2024 13:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,1,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,5723,W,DIVISION ST,1511,3,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,11,6,12,41.90198249,-87.76914095,POINT (-87.76914095011 41.901982487417),4,1
57,1/3/2024 13:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,730,W,122ND ST,523,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,4,12,41.67248112,-87.64046841,POINT (-87.640468404805 41.672481115928),4,1
58,1/3/2024 13:30,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2212,W,95TH ST,2221,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,4,12,41.721111,-87.67782442,POINT (-87.677824421756 41.721110997733),1,1
59,1/3/2024 13:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,300,N,WABASH AVE,111,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,19,6,12,41.88682489,-87.62649386,POINT (-87.626493854539 41.886824888269),1,1
60,1/3/2024 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4300,W,63RD ST,813,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,6,12,41.77868046,-87.73013843,POINT (-87.730138434335 41.778680457222),0,0
61,1/3/2024 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,2628,N,SAYRE AVE,2512,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.92806268,-87.80103479,POINT (-87.801034788308 41.928062679527),0,0
62,1/3/2024 12:47,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4700,S,HALSTED ST,933,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,12,41.80881504,-87.64568295,POINT (-87.645682953152 41.808815039296),1,1
63,1/3/2024 12:40,30,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,TURNING,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3627,N,LAVERGNE AVE,1634,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,12,41.94693482,-87.75190388,POINT (-87.751903882586 41.946934818301),4,2
64,1/3/2024 12:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT ON GRADE,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,1600,W,119TH ST,2234,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,12,41.67765356,-87.66138892,POINT (-87.661388920263 41.6776535606),1,1
65,1/3/2024 12:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,WEATHER,UNABLE TO DETERMINE,1600,W,VAN BUREN ST,1231,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,12,41.87646093,-87.66670765,POINT (-87.666707650735 41.876460927341),0,0
66,1/3/2024 12:30,25,YIELD,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",DISREGARDING YIELD SIGN,NOT APPLICABLE,3200,S,WOOD ST,912,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,4,12,41.83585527,-87.67068589,POINT (-87.670685888251 41.835855269374),6,1
67,1/3/2024 12:20,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,1,0,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,5346,S,ASHLAND AVE,932,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,6,12,41.79627987,-87.66479348,POINT (-87.664793475684 41.796279871621),0,0
68,1/3/2024 12:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3801,S,PULASKI RD,821,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,6,6,12,41.82451343,-87.72394124,POINT (-87.723941236435 41.824513425333),1,1
69,1/3/2024 12:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,5100,S,TALMAN AVE,923,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,12,41.80095797,-87.69048392,POINT (-87.690483921561 41.800957966947),0,0
70,1/3/2024 12:12,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,2625,N,CLARK ST,1935,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,10,4,12,41.9302903,-87.64349232,POINT (-87.643492316931 41.930290303506),0,0
71,1/3/2024 11:47,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,290,E,GARFIELD BLVD,231,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,16,6,12,41.79485876,-87.61930974,POINT (-87.619309738864 41.794858760155),0,0
72,1/3/2024 11:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,3001,W,ROOSEVELT RD,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,15,6,12,41.86634522,-87.70084694,POINT (-87.700846936556 41.866345218876),0,0
73,1/3/2024 11:38,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2836,W,BELDEN AVE,1414,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,4,12,41.92339323,-87.69880489,POINT (-87.698804889475 41.923393228169),0,0
74,1/3/2024 11:25,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5933,S,ARTESIAN AVE,824,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,6,12,41.78554902,-87.68488416,POINT (-87.684884159401 41.785549023942),0,0
75,1/3/2024 11:23,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1249,S,CALIFORNIA BLVD,1023,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,12,41.86507601,-87.69571689,POINT (-87.695716887779 41.865076007246),0,0
76,1/3/2024 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,1,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3300,S,LITUANICA AVE,913,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,8,4,12,41.83474529,-87.64877322,POINT (-87.648773217965 41.834745292488),0,0
77,1/3/2024 11:00,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,8945,S,ASHLAND AVE,2221,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,23,6,12,41.73075727,-87.6627691,POINT (-87.662769099967 41.730757274204),0,0
78,1/3/2024 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR TO SIDE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER BACKING,NOT APPLICABLE,5100,S,KEDZIE AVE,822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,12,41.80072726,-87.70391022,POINT (-87.703910217369 41.800727259896),0,0
79,1/3/2024 11:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,5559,N,ELSTON AVE,1621,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,6,12,41.98256341,-87.76342977,POINT (-87.763429774409 41.982563412361),0,0
80,1/3/2024 10:50,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,3124,N,HARDING AVE,2523,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,12,41.93805365,-87.72608131,POINT (-87.72608130708 41.93805364612),0,0
81,1/3/2024 10:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1200,S,LAKE SHORE DR E,132,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,12,41.86744611,-87.61890449,POINT (-87.618904488078 41.867446111851),1,1
82,1/3/2024 10:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,5500,S,PAYNE DR,233,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.79494721,-87.60754041,POINT (-87.607540408161 41.794947213124),4,1
83,1/3/2024 10:20,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,6532,S,COTTAGE GROVE AVE,321,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,12,41.77578255,-87.60597368,POINT (-87.605973684219 41.775782552778),0,0
84,1/3/2024 10:15,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,8000,S,LAWNDALE AVE,834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,12,41.74773852,-87.71468144,POINT (-87.714681440753 41.747738516999),4,1
85,1/3/2024 10:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,800,N,DEARBORN ST,1832,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,12,41.89672093,-87.62992258,POINT (-87.629922583195 41.896720932371),1,1
86,1/3/2024 10:01,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,10899,S,RHODES AVE,513,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,12,41.69646174,-87.60987538,POINT (-87.609875378513 41.696461734619),4,3
87,1/3/2024 10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO SIDE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,8700,S,STATE ST,632,3,NO INDICATION OF INJURY,0,0,0,0,0,7,0,0,6,12,41.73620947,-87.62430552,POINT (-87.624305519124 41.736209469449),1,1
88,1/3/2024 10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2454,S,STATE ST,131,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,12,41.84766394,-87.62705618,POINT (-87.62705617691 41.847663944292),1,1
89,1/3/2024 10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,1,0,"$501 - $1,500",EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,2520,N,NARRAGANSETT AVE,2512,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,6,12,41.92629696,-87.78569482,POINT (-87.785694823992 41.926296956326),0,0
90,1/3/2024 10:00,30,NO CONTROLS,UNKNOWN,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5946,W,CORTLAND ST,2531,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,12,41.91435719,-87.77480466,POINT (-87.774804662307 41.914357184613),0,3
91,1/3/2024 9:40,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,9211,S,COMMERCIAL AVE,424,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,6,12,41.72788019,-87.55106123,POINT (-87.55106122806 41.727880191213),0,0
92,1/3/2024 9:35,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2025,N,LAWLER AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,6,12,41.91763027,-87.75203012,POINT (-87.752030118519 41.917630265862),0,0
93,1/3/2024 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,UNABLE TO DETERMINE,5401,S,CICERO AVE,815,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,6,6,12,41.79460253,-87.74260722,POINT (-87.742607214988 41.794602528951),0,0
94,1/3/2024 9:16,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5959,S,WESTERN AVE,825,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.78487833,-87.6836477,POINT (-87.683647695911 41.784878332307),0,0
95,1/3/2024 9:15,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAWN,HEAD ON,Y-INTERSECTION,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,7101,S,SOUTH CHICAGO AVE,324,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,18,6,12,41.76587774,-87.6053847,POINT (-87.605384701105 41.765877743513),1,0
96,1/3/2024 9:09,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,EQUIPMENT - VEHICLE CONDITION,8300,S,PRAIRIE AVE,632,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,12,41.74366559,-87.61809769,POINT (-87.618097693348 41.743665592704),0,0
97,1/3/2024 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",ANIMAL,UNABLE TO DETERMINE,2845,W,45TH ST,922,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,6,12,41.81177154,-87.69610641,POINT (-87.696106414216 41.811771543527),0,0
98,1/3/2024 8:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,261,N,PULASKI RD,1122,3,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,11,4,12,41.88472035,-87.72563714,POINT (-87.72563714431 41.884720344563),0,0
99,1/3/2024 8:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,5636,N,MAGNOLIA AVE,2013,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,12,41.98469368,-87.66153064,POINT (-87.661530642037 41.984693675886),0,0
